Timestamp_s,ID,Extended,RTR,Length,D0,D1,D2,D3,D4,D5,D6,D7
0.648748,590,0,0,8,255,255,16,0,0,0,90,90
0.649711,594,0,0,8,3,0,16,15,128,15,127,139
0.650700,832,0,0,8,255,255,253,0,2,128,0,0
0.651663,996,0,0,8,193,223,153,114,133,0,0,0
0.658086,915,0,0,8,0,0,0,0,0,0,0,0
0.659067,707,0,0,8,0,0,0,0,0,0,255,0
0.660076,812,0,0,8,0,0,0,0,0,0,0,0
0.661043,990,0,0,8,190,30,30,0,3,97,209,2
0.662013,995,0,0,8,253,12,16,65,33,32,0,0
0.665922,729,0,0,8,0,0,0,47,0,0,0,0
0.668043,448,0,0,6,0,0,0,128,0,4,,
0.669024,760,0,0,8,255,255,255,0,32,37,40,0
0.669696,978,0,0,4,23,24,176,0,,,,
0.678328,290,0,0,4,4,2,0,0,,,,
0.679298,810,0,0,8,2,0,2,0,0,32,216,43
0.680272,946,0,0,8,64,0,102,0,0,255,255,0
0.685900,918,0,0,8,217,152,1,70,253,111,253,111
0.686823,914,0,0,8,217,152,1,70,253,111,253,111
0.688670,736,0,0,8,64,192,0,255,89,94,97,94
0.689502,930,0,0,6,0,10,30,1,0,1,,
0.690453,992,0,0,8,1,84,53,76,78,51,52,48
0.698071,915,0,0,8,0,0,0,0,0,0,0,0
0.699044,557,0,0,8,103,0,0,0,0,0,0,0
0.699739,856,0,0,4,4,0,0,0,,,,
0.700603,798,0,0,6,0,64,0,192,0,0,,
0.705929,729,0,0,8,0,0,0,47,0,0,0,0
0.708701,690,0,0,8,255,255,255,0,20,4,255,0
0.709674,911,0,0,8,25,255,255,255,3,1,1,1
0.710656,1025,0,0,8,253,3,4,15,0,0,0,1
0.716939,299,0,0,1,3,,,,,,,
0.718770,774,0,0,8,0,0,0,0,0,0,0,0
0.719744,802,0,0,8,2,154,0,0,55,255,255,255
0.725775,827,0,0,8,43,255,3,150,0,0,0,0
0.726702,914,0,0,8,217,152,1,70,253,111,253,111
0.727629,918,0,0,8,217,152,1,70,253,111,253,111
0.728767,778,0,0,8,132,128,0,98,252,15,0,103
0.729749,984,0,0,8,1,0,100,250,4,35,0,0
0.737861,915,0,0,8,0,0,0,0,0,0,0,0
0.738861,767,0,0,8,0,144,0,0,255,255,255,255
0.739871,792,0,0,8,0,0,0,0,0,0,255,0
0.745951,729,0,0,8,0,0,0,47,0,0,0,0
0.748765,590,0,0,8,255,255,16,0,0,0,90,90
0.749723,594,0,0,8,3,0,16,15,128,15,127,139
0.758708,707,0,0,8,0,0,0,0,0,0,255,0
0.765909,918,0,0,8,217,152,1,70,253,111,253,111
0.766834,914,0,0,8,217,152,1,70,253,111,253,111
0.768626,706,0,0,4,19,136,146,0,,,,
0.775487,752,0,0,2,1,0,,,,,,
0.777961,915,0,0,8,0,0,0,0,0,0,0,0
0.778496,838,0,0,2,0,0,,,,,,
0.779183,290,0,0,4,4,2,0,0,,,,
0.780169,562,0,0,8,255,64,0,255,0,0,0,0
0.785949,729,0,0,8,0,0,0,47,0,0,0,0
0.789998,992,0,0,8,2,52,49,57,0,0,0,0
0.795907,1027,0,0,8,253,4,63,255,255,255,255,255
0.796901,727,0,0,8,32,0,0,0,0,0,0,0
0.805948,918,0,0,8,217,152,1,70,253,111,253,111
0.806879,914,0,0,8,217,152,1,70,253,111,253,111
0.808767,1098,0,0,8,1,0,0,0,0,0,0,224
0.817035,299,0,0,1,3,,,,,,,
0.818102,915,0,0,8,0,0,0,0,0,0,0,0
0.819060,802,0,0,8,2,141,0,0,55,255,255,255
0.820050,1100,0,0,8,113,0,0,0,0,0,0,0
0.825736,827,0,0,8,42,255,3,150,0,0,0,0
0.826714,729,0,0,8,0,0,0,47,0,0,0,0
0.828793,947,0,0,8,113,114,66,251,229,183,255,80
0.836075,726,0,0,8,0,0,0,0,0,0,0,0
0.838752,767,0,0,8,0,144,0,0,255,255,255,255
0.839761,792,0,0,8,0,0,0,0,0,0,255,0
0.845969,918,0,0,8,217,152,1,70,253,111,253,111
0.846900,914,0,0,8,217,152,1,70,253,111,253,111
0.848114,735,0,0,8,132,0,0,0,0,0,0,0
0.849065,590,0,0,8,255,255,16,0,0,0,90,90
0.850023,594,0,0,8,3,0,16,15,128,15,127,139
0.858266,915,0,0,8,0,0,0,0,0,0,0,0
0.859245,707,0,0,8,0,0,0,0,0,0,255,0
0.865975,729,0,0,8,0,0,0,47,0,0,0,0
0.866831,448,0,0,6,0,0,0,128,0,4,,
0.878468,290,0,0,4,4,2,0,0,,,,
0.885972,918,0,0,8,217,152,1,70,253,111,253,111
0.886903,914,0,0,8,217,152,1,70,253,111,253,111
0.888707,736,0,0,8,64,192,0,255,89,94,97,94
0.890128,992,0,0,8,0,49,67,54,83,82,70,72
0.891451,1028,0,0,8,253,5,191,255,255,255,255,255
0.898168,915,0,0,8,0,0,0,0,0,0,0,0
0.905993,729,0,0,8,0,0,0,47,0,0,0,0
0.908651,690,0,0,8,255,255,255,0,20,4,255,0
0.916927,299,0,0,1,3,,,,,,,
0.918738,802,0,0,8,2,158,0,0,55,255,255,255
0.920167,761,0,0,2,0,0,,,,,,
0.925720,827,0,0,8,41,255,3,150,0,0,0,0
0.926647,918,0,0,8,217,152,1,70,253,111,253,111
0.927573,914,0,0,8,217,152,1,70,253,111,253,111
0.938180,915,0,0,8,0,0,0,0,0,0,0,0
0.939181,767,0,0,8,0,144,0,0,255,255,255,255
0.940186,792,0,0,8,0,0,0,0,0,0,255,0
0.945993,729,0,0,8,0,0,0,47,0,0,0,0
0.948738,590,0,0,8,255,255,16,0,0,0,90,90
0.949701,594,0,0,8,3,0,16,15,128,15,127,139
0.958779,707,0,0,8,0,0,0,0,0,0,255,0
0.965962,918,0,0,8,217,152,1,70,253,111,253,111
0.966888,914,0,0,8,217,152,1,70,253,111,253,111
0.968465,706,0,0,4,19,136,146,0,,,,
0.978727,915,0,0,8,0,0,0,0,0,0,0,0
0.979407,290,0,0,4,4,2,0,0,,,,
0.980392,562,0,0,8,255,64,0,255,0,0,0,0
0.981555,1029,0,0,8,253,10,191,255,255,255,255,255
0.986007,729,0,0,8,0,0,0,47,0,0,0,0
0.989951,992,0,0,8,1,84,53,76,78,51,52,48
0.996711,727,0,0,8,32,0,0,0,0,0,0,0
1.005992,918,0,0,8,217,152,1,70,253,111,253,111
1.006919,914,0,0,8,217,152,1,70,253,111,253,111
1.016934,299,0,0,1,3,,,,,,,
1.018158,915,0,0,8,0,0,0,0,0,0,0,0
1.019124,802,0,0,8,2,145,0,0,55,255,255,255
1.025715,827,0,0,8,43,255,3,150,0,0,0,0
1.026694,729,0,0,8,0,0,0,47,0,0,0,0
1.035690,560,0,0,8,3,54,54,8,0,0,0,0
1.036684,726,0,0,8,0,0,0,0,0,0,0,0
1.038867,767,0,0,8,0,144,0,0,255,255,255,255
1.039872,792,0,0,8,0,0,0,0,0,0,255,0
1.046041,918,0,0,8,217,152,1,70,253,111,253,111
1.046968,914,0,0,8,217,152,1,70,253,111,253,111
1.048807,590,0,0,8,255,255,16,0,0,0,90,90
1.049769,594,0,0,8,3,0,16,15,128,15,127,139
1.058190,915,0,0,8,0,0,0,0,0,0,0,0
1.059176,707,0,0,8,0,0,0,0,0,0,255,0
1.059910,852,0,0,3,91,18,0,,,,,
6,918,0,0,8,217,152,1,70,253,111,253,111
1.167283,914,0,0,8,217,152,1,70,253,111,253,111
1.168430,706,0,0,4,19,136,146,0,,,,
1.178253,915,0,0,8,0,0,0,0,0,0,0,0
1.178930,290,0,0,4,4,2,0,0,,,,1.179915,562,0,0,8,255,64,0,255,0,0,0,0
1.186067,729,0,0,8,0,0,0,47,0,0,0,0
1.189979,992,0,0,8,0,49,67,54,83,82,70,72
1.196856,727,0,0,8,32,0,0,0,0,0,0,0
1.197713,860,0,0,6,0,0,16,64,20,0,,
1.200199,798,0,0,6,0,64,0,192,0,0,,
1.206054,918,0,0,8,217,152,1,70,253,111,253,111
1.206984,914,0,0,8,217,152,1,70,253,111,253,111
1.216935,299,0,0,1,3,,,,,,,
1.218358,915,0,0,8,0,0,0,0,0,0,0,0
1.219321,802,0,0,8,2,143,0,0,55,255,255,255
1.225678,827,0,0,8,41,255,3,150,0,0,0,0
1.226652,729,0,0,8,0,0,0,47,0,0,0,0
1.236099,726,0,0,8,0,0,0,0,0,0,0,0
1.238758,767,0,0,8,0,144,0,0,255,255,255,255
1.239763,792,0,0,8,0,0,0,0,0,0,255,0
1.246124,918,0,0,8,217,152,1,70,253,111,253,111
1.247050,914,0,0,8,217,152,1,70,253,111,253,111
1.248811,590,0,0,8,255,255,16,0,0,0,90,90
1.249785,594,0,0,8,3,0,16,15,128,7,127,139
1.255656,1082,0,0,8,253,62,191,255,255,255,255,255
1.258255,915,0,0,8,0,0,0,0,0,0,0,0
1.259236,707,0,0,8,0,0,0,0,0,0,255,0
1.266088,729,0,0,8,0,0,0,47,0,0,0,0
1.266940,448,0,0,6,0,0,0,128,0,4,,
1.276559,752,0,0,2,1,0,,,,,,
1.278446,290,0,0,4,4,2,0,0,,,,
1.286047,918,0,0,8,217,152,1,70,253,111,253,111
1.286974,914,0,0,8,217,152,1,70,253,111,253,111
1.288774,736,0,0,8,64,192,0,255,89,94,97,94
1.289973,992,0,0,8,1,84,53,76,78,51,52,48
1.298381,915,0,0,8,0,0,0,0,0,0,0,0
1.306101,729,0,0,8,0,0,0,47,0,0,0,0
1.308677,690,0,0,8,255,255,255,0,20,4,255,0
1.316930,299,0,0,1,3,,,,,,,
1.318690,802,0,0,8,2,154,0,0,55,255,255,255
1.325642,827,0,0,8,42,255,3,150,0,0,0,0
1.326569,918,0,0,8,217,152,1,70,253,111,253,111
1.327496,914,0,0,8,217,152,1,70,253,111,253,111
1.338624,915,0,0,8,0,0,0,0,0,0,0,0
1.339626,767,0,0,8,0,144,0,0,255,255,255,255
